xizmat_turi,mintaqa,sektor,kredit_ball,yosh,tajriba,oldingi_kreditlar,oldingi_defaultlar,moliyalash_miqdori,muddat_oy,foyda_stavkasi,ltv_nisbati,qarz_xizmat_nisbati,likvidlik,leverage,garov_sifati,sharia_audit,gharar_darajasi,maysir_ekspozitsiya,halal_sertifikat,bozor_volatilligi,yim_osishi,inflyatsiya,valyuta_tebranishi,neft_narxi,bank_indeksi,pd_qiymati,ead,lgd,kutilgan_zarar,default_holati,risk_darajasi,risk_kodi,xizmat_enc,mintaqa_enc,sektor_enc
Murabaha,Qashqadaryo,Eksport,768,41,4,2,0,6762,36,0.1014,0.5595,0.1791,0.9537,0.659,2,0.8466,0.059,0.0528,1,0.1526,0.0497,0.0967,0.0819,-0.2277,0.127,0.0577,7791,0.5444,245,0,Past,0,1,3,0
Ijara,Qashqadaryo,Eksport,700,62,11,2,0,89706,84,0.1159,0.5995,0.5417,0.5249,0.2374,3,0.7775,0.1111,0.1198,1,0.0426,0.0432,0.0901,0.034,-0.0382,-0.0328,0.182,126103,0.402,9225,0,O'rta,1,0,3,0
Musharaka,Farg'ona,Ishlab chiqarish,561,44,8,2,1,52592,120,0.1878,0.8434,0.3102,0.8972,0.5493,3,0.9322,0.0622,0.0428,1,0.2398,0.0656,0.0864,0.0048,0.0247,0.0019,0.6263,101968,0.6258,39967,0,Juda Yuqori,3,2,1,1
Murabaha,Farg'ona,Savdo,698,39,11,4,2,74166,12,0.1281,0.4642,0.3953,0.6838,0.2651,2,0.8868,0.2233,0.206,1,0.1188,0.0613,0.1223,0.0301,0.1666,0.0958,0.7364,78918,0.3149,18299,1,Juda Yuqori,3,1,1,4
Murabaha,Buxoro,Savdo,595,39,8,2,0,12320,6,0.1433,0.4683,0.0574,0.5621,0.6103,3,0.9142,0.0987,0.0628,1,0.1327,0.0382,0.0516,0.0253,-0.0144,0.0063,0.0899,12761,0.4088,469,0,Past,0,1,0,4
Murabaha,Buxoro,Qishloq xo'jaligi,726,48,24,2,0,24532,36,0.1169,0.5144,0.1818,0.5262,0.7729,3,0.8909,0.4913,0.1494,1,0.154,0.0523,0.0926,0.0201,0.0661,0.0633,0.4661,28833,0.3581,4812,1,Juda Yuqori,3,1,0,2
Ijara,Farg'ona,Savdo,696,51,4,6,0,43799,12,0.0775,0.3485,0.4882,0.665,0.7183,2,0.55,0.068,0.1884,1,0.0715,0.0448,0.0808,0.0569,0.0096,0.0097,0.3193,45497,0.2594,3768,0,Yuqori,2,0,1,4
Ijara,Qashqadaryo,Eksport,688,33,16,3,0,18849,36,0.1016,0.544,0.5899,0.6801,0.3675,3,0.7151,0.1902,0.0638,1,0.075,0.0505,0.0813,0.0531,-0.351,0.0403,0.1966,21722,0.3995,1706,0,O'rta,1,0,3,0
Ijara,Toshkent,Qishloq xo'jaligi,675,32,1,6,1,24612,12,0.0847,0.3835,0.6284,0.9407,0.5005,3,0.7715,0.1703,0.1074,1,0.1291,0.0473,0.076,0.0798,-0.0992,0.124,0.3595,25654,0.3044,2808,0,Yuqori,2,0,5,2
Musharaka,Buxoro,Ishlab chiqarish,596,58,16,2,0,328208,84,0.3676,0.5557,0.1683,0.8362,0.7174,2,0.9666,0.0126,0.0889,1,0.241,0.0556,0.0972,0.1055,-0.2053,0.1123,0.3038,750476,0.6004,136876,0,Yuqori,2,2,0,1
Musharaka,Toshkent,Eksport,643,41,10,3,0,145429,24,0.3265,0.3816,0.2873,0.6712,0.4136,1,0.55,0.2802,0.3941,1,0.2513,0.0693,0.1331,0.0406,-0.0268,0.0368,0.9356,192911,0.6195,111805,1,Juda Yuqori,3,2,5,0
Murabaha,Samarqand,Xizmat,596,36,21,3,0,13505,6,0.1118,0.7249,0.2104,0.7196,0.4544,3,0.7819,0.1248,0.0437,1,0.1239,0.0546,0.1163,0.0719,0.0868,0.0625,0.1491,13883,0.4765,986,0,O'rta,1,1,4,5
Murabaha,Buxoro,Qishloq xo'jaligi,665,57,12,3,0,20488,24,0.0995,0.5962,0.6428,0.6934,0.7687,2,0.9251,0.3826,0.2611,1,0.1241,0.0665,0.1199,0.0297,0.3533,0.1146,0.8132,22526,0.5689,10422,0,Juda Yuqori,3,1,0,2
Musharaka,Samarqand,Ishlab chiqarish,694,37,22,2,1,273884,120,0.3384,0.8616,0.5159,0.5712,0.5929,1,0.8584,0.0684,0.05,1,0.2411,0.0517,0.0838,0.0436,0.0752,-0.0648,0.961,737332,0.6975,494199,1,Juda Yuqori,3,2,4,1
Murabaha,Samarqand,Qishloq xo'jaligi,617,29,23,3,0,7567,6,0.0876,0.5991,0.3956,0.7245,0.5635,3,0.7457,0.0865,0.4,1,0.1463,0.0751,0.126,0.0435,-0.2517,-0.0448,0.5687,7733,0.5,2199,1,Juda Yuqori,3,1,4,2
Murabaha,Farg'ona,Ishlab chiqarish,655,23,23,0,0,20576,24,0.156,0.6262,0.5388,0.7297,0.5655,3,0.7874,0.2941,0.0509,0,0.1037,0.0688,0.0831,0.0227,0.081,-0.0627,0.6176,23785,0.2975,4370,1,Juda Yuqori,3,1,1,1
Musharaka,Namangan,Ishlab chiqarish,644,29,1,2,0,42659,60,0.2619,0.8299,0.2477,0.4641,0.5259,4,0.7169,0.2919,0.1183,1,0.2392,0.0351,0.0933,0.062,-0.0726,-0.09,0.8284,70589,0.7443,43521,1,Juda Yuqori,3,2,2,1
Ijara,Namangan,Xizmat,762,32,9,6,0,41674,24,0.0955,0.4969,0.4346,0.6463,0.158,3,0.6047,0.1323,0.2319,0,0.1175,0.0441,0.1051,0.0008,-0.0873,0.0929,0.2696,45654,0.4018,4946,0,Yuqori,2,0,2,5
Sukuk,Farg'ona,Savdo,603,29,22,1,0,63494,36,0.0543,0.6608,0.4624,0.4378,0.4555,3,0.7681,0.2224,0.009,1,0.0963,0.0841,0.0674,0.0888,-0.095,0.0429,0.3621,68661,0.2492,6196,1,Yuqori,2,3,1,4
Sukuk,Qashqadaryo,Qurilish,811,33,10,2,0,7365,24,0.067,0.9112,0.4498,0.9468,0.615,5,0.5693,0.081,0.0922,1,0.0457,0.0532,0.111,0.0121,0.3336,0.0352,0.0314,7859,0.2533,62,0,Past,0,3,3,3
Ijara,Farg'ona,Ishlab chiqarish,532,63,6,1,0,6922,60,0.0792,0.3034,0.5134,0.841,0.899,3,0.6892,0.122,0.0482,0,0.1181,0.0724,0.0774,0.0548,0.3501,-0.0041,0.4305,8292,0.3744,1336,0,Yuqori,2,0,1,1
Musharaka,Samarqand,Ishlab chiqarish,601,63,2,0,0,116727,60,0.3786,0.7237,0.257,0.6511,0.8568,3,0.9004,0.2207,0.037,0,0.2767,0.0528,0.0871,0.0396,-0.0866,0.182,0.912,227218,0.6257,129664,1,Juda Yuqori,3,2,4,1
Musharaka,Namangan,Xizmat,685,36,6,2,0,21052,36,0.1566,0.6358,0.2948,0.6079,0.4339,2,0.8245,0.131,0.0277,1,0.2162,0.0734,0.1415,0.002,-0.0133,0.0444,0.5694,25996,0.6466,9571,1,Juda Yuqori,3,2,2,5
Ijara,Samarqand,Ishlab chiqarish,648,32,2,2,1,84561,36,0.1079,0.7136,0.6664,0.6801,0.8091,2,0.6987,0.0554,0.0696,1,0.0723,0.0413,0.0852,0.0007,0.2161,0.0864,0.8283,98249,0.4064,33075,1,Juda Yuqori,3,0,4,1
Murabaha,Qashqadaryo,Qurilish,691,45,16,2,0,76848,60,0.0755,0.6943,0.4013,0.8273,0.2826,3,0.7518,0.343,0.1189,1,0.1203,0.0784,0.088,0.1268,-0.1114,-0.0301,0.2094,91352,0.3192,6106,0,O'rta,1,1,3,3
Murabaha,Buxoro,Qishloq xo'jaligi,757,45,21,1,0,310699,12,0.073,0.4114,0.0981,0.6379,0.2038,5,0.6488,0.2394,0.1232,1,0.1034,0.0715,0.0883,0.042,-0.0195,-0.1008,0.0086,322033,0.324,892,0,Past,0,1,0,2
Ijara,Buxoro,Qishloq xo'jaligi,630,33,4,2,0,59372,84,0.0896,0.7042,0.2231,0.7734,0.5366,3,0.7802,0.1333,0.2065,1,0.1271,0.0478,0.0978,0.1126,-0.4057,-0.0503,0.1716,77985,0.4058,5431,0,O'rta,1,0,0,2
Murabaha,Qashqadaryo,Eksport,665,23,17,1,0,172363,24,0.1232,0.5425,0.3514,0.8301,0.3536,5,0.7863,0.1032,0.2148,1,0.101,0.0649,0.1003,0.046,-0.2812,-0.0518,0.0478,193599,0.4761,4408,0,Past,0,1,3,0
Musharaka,Namangan,Qishloq xo'jaligi,634,61,8,5,0,60892,12,0.301,0.5464,0.3467,0.4456,0.3383,1,0.983,0.0996,0.0496,1,0.2141,0.0638,0.0743,0.0729,0.0695,0.1027,0.6368,70057,0.6449,28768,1,Juda Yuqori,3,2,2,2
Musharaka,Namangan,Qurilish,685,56,24,2,0,82573,24,0.3452,0.3785,0.676,0.7728,0.4762,4,0.8975,0.1166,0.0467,0,0.2136,0.082,0.1276,0.0399,0.1147,0.0666,0.4468,111080,0.6213,30832,1,Yuqori,2,2,2,3
Murabaha,Samarqand,Qishloq xo'jaligi,791,44,1,2,1,29827,12,0.1396,0.7624,0.2597,0.5041,0.2267,3,0.9098,0.2102,0.0499,0,0.1414,0.0419,0.1061,0.047,0.0237,0.0727,0.3155,31909,0.3136,3157,0,Yuqori,2,1,4,2
Murabaha,Farg'ona,Qurilish,814,49,22,3,1,290124,60,0.118,0.6678,0.127,0.5663,0.7455,3,0.855,0.3391,0.017,1,0.1507,0.0528,0.1067,0.0007,-0.049,-0.0097,0.3222,375739,0.3953,47857,0,Yuqori,2,1,1,3
Murabaha,Namangan,Qurilish,631,38,8,6,1,105022,24,0.1152,0.935,0.7785,0.9027,0.8615,4,0.5658,0.4344,0.1049,1,0.1669,0.0754,0.1351,0.0039,0.1801,0.0401,0.9899,117121,0.4709,54597,1,Juda Yuqori,3,1,2,3
Murabaha,Toshkent,Savdo,678,54,6,4,0,12647,36,0.0836,0.7911,0.4638,0.7856,0.7122,3,0.6991,0.168,0.1495,1,0.1014,0.0848,0.144,0.0447,0.2334,0.0271,0.5998,14233,0.5051,4312,1,Juda Yuqori,3,1,5,4
Murabaha,Toshkent,Savdo,746,40,23,2,0,20165,36,0.1258,0.5339,0.3027,0.8917,0.774,4,0.855,0.1105,0.0953,1,0.0879,0.0517,0.0955,0.083,0.0741,0.0417,0.0293,23971,0.3455,243,0,Past,0,1,5,4
Ijara,Samarqand,Qurilish,692,61,13,5,1,66709,12,0.0968,0.5349,0.5326,0.8157,0.7484,3,0.55,0.1437,0.1127,1,0.0948,0.0731,0.0927,0.0713,0.0474,0.1003,0.5494,69939,0.3041,11686,1,Juda Yuqori,3,0,4,3
Murabaha,Buxoro,Qishloq xo'jaligi,699,37,15,0,0,55745,12,0.0764,0.5559,0.3392,0.6236,0.7791,1,0.9686,0.1801,0.1083,1,0.1135,0.0728,0.1101,0.0606,0.2971,0.15,0.4685,57874,0.4327,11733,1,Juda Yuqori,3,1,0,2
Musharaka,Buxoro,Qishloq xo'jaligi,513,46,24,0,0,15155,84,0.168,0.8366,0.5888,0.7454,0.4463,5,0.9079,0.0974,0.2573,1,0.2369,0.0557,0.0937,0.0459,0.052,0.116,0.7676,24065,0.5836,10780,1,Juda Yuqori,3,2,0,2
Murabaha,Buxoro,Eksport,592,39,7,4,0,9787,36,0.1304,0.5352,0.4396,0.8355,0.6969,2,0.8498,0.2968,0.0722,1,0.1392,0.0396,0.0769,0.0499,-0.1353,0.0367,0.5248,11702,0.4113,2526,1,Juda Yuqori,3,1,0,0
Sukuk,Buxoro,Xizmat,709,42,21,2,0,85000,36,0.0985,0.4544,0.6394,0.6234,0.68,2,0.7785,0.3143,0.232,1,0.1317,0.0473,0.0641,0.0477,0.182,0.037,0.6298,97552,0.3201,19663,1,Juda Yuqori,3,3,0,5
Murabaha,Farg'ona,Savdo,707,22,16,1,0,658218,24,0.1145,0.5063,0.5141,0.7134,0.2424,3,0.6152,0.1758,0.2817,1,0.1454,0.0571,0.0636,0.0742,-0.132,-0.0153,0.3428,733555,0.4827,121362,0,Yuqori,2,1,1,4
Musharaka,Toshkent,Eksport,608,33,21,2,0,36515,12,0.1756,0.5123,0.3223,0.5312,0.5469,2,0.6978,0.0603,0.1335,1,0.2364,0.0549,0.1196,0.0694,-0.0321,0.0726,0.606,39722,0.6309,15188,0,Juda Yuqori,3,2,5,0
Sukuk,Namangan,Eksport,767,44,18,1,0,49804,24,0.056,0.3455,0.4455,0.6876,0.1554,5,0.8456,0.0433,0.3271,1,0.0508,0.0321,0.1127,0.0363,-0.2465,0.0344,0.0113,52593,0.1758,105,0,Past,0,3,2,0
Ijara,Toshkent,Qishloq xo'jaligi,644,49,10,3,0,28379,60,0.0564,0.5131,0.5203,0.6074,0.4454,4,0.8947,0.1501,0.1197,1,0.0941,0.0505,0.1024,0.0909,0.0883,0.0359,0.1581,32383,0.2982,1526,0,O'rta,1,0,5,2
Murabaha,Farg'ona,Ishlab chiqarish,713,60,22,1,0,11358,12,0.1672,0.6127,0.3819,0.6848,0.7647,3,0.8218,0.2776,0.0187,1,0.146,0.0709,0.0859,0.0336,-0.0023,0.0281,0.392,12307,0.4344,2095,1,Yuqori,2,1,1,1
Ijara,Buxoro,Qurilish,673,30,7,4,1,81845,36,0.0688,0.95,0.1681,0.5658,0.8083,3,0.8707,0.0712,0.0726,1,0.0831,0.0407,0.0564,0.0473,-0.0684,0.1889,0.3115,90290,0.427,12009,1,Yuqori,2,0,0,3
Musharaka,Toshkent,Qishloq xo'jaligi,729,48,16,5,1,25249,60,0.1216,0.2812,0.4101,0.8852,0.7989,4,0.8595,0.197,0.1579,1,0.2308,0.0489,0.0961,0.0065,0.1079,0.1539,0.4946,32927,0.5614,9142,0,Juda Yuqori,3,2,5,2
Musharaka,Samarqand,Ishlab chiqarish,632,38,6,2,0,67210,120,0.2423,0.9213,0.1984,0.8083,0.744,2,0.8683,0.312,0.0841,0,0.2801,0.0685,0.0999,0.069,-0.0903,0.0987,0.9433,148642,0.4685,65682,1,Juda Yuqori,3,2,4,1
Murabaha,Namangan,Ishlab chiqarish,704,40,8,6,0,42269,24,0.1672,0.4929,0.2031,0.742,0.3779,2,0.9437,0.1392,0.2092,1,0.0687,0.0435,0.1196,0.0484,0.1058,0.1762,0.1061,49337,0.5377,2813,0,O'rta,1,1,2,1
Murabaha,Farg'ona,Eksport,635,61,6,2,0,82386,36,0.1501,0.2922,0.5469,0.7927,0.8547,3,0.9197,0.0528,0.0331,1,0.1013,0.0539,0.1137,0.1026,0.0083,0.2508,0.1388,100930,0.4569,6402,0,O'rta,1,1,1,0
Ijara,Samarqand,Xizmat,582,62,8,3,1,68197,36,0.0758,0.3363,0.3113,0.925,0.5224,3,0.9356,0.5,0.1261,1,0.1067,0.0698,0.0739,0.11,-0.2959,0.0308,0.3523,75950,0.4458,11926,0,Yuqori,2,0,4,5
Musharaka,Farg'ona,Qishloq xo'jaligi,535,55,11,2,0,57399,12,0.1593,0.6804,0.5019,0.829,0.4222,4,0.6419,0.2987,0.1631,1,0.2527,0.0425,0.1036,0.0197,0.1855,-0.0476,0.8695,61973,0.7145,38501,1,Juda Yuqori,3,2,1,2
Musharaka,Toshkent,Qishloq xo'jaligi,775,32,14,1,0,137969,36,0.1326,0.5607,0.6615,0.6596,0.5831,2,0.8784,0.3342,0.1685,1,0.2413,0.0295,0.0982,0.1037,0.2633,0.0974,0.8782,165413,0.6258,90910,1,Juda Yuqori,3,2,5,2
Ijara,Toshkent,Qurilish,677,38,19,2,0,362000,60,0.1259,0.6787,0.2551,0.765,0.8475,4,0.79,0.0176,0.1107,1,0.0872,0.0331,0.1186,0.0405,0.1788,0.0358,0.1039,475938,0.3793,18759,0,O'rta,1,0,5,3
Ijara,Qashqadaryo,Xizmat,465,58,10,3,0,158499,60,0.0881,0.2568,0.3457,0.8775,0.8285,4,0.8173,0.2085,0.0971,1,0.0904,0.0423,0.0947,0.0818,0.0007,-0.0048,0.1737,193415,0.4048,13598,0,O'rta,1,0,3,5
Murabaha,Toshkent,Qurilish,676,57,21,4,0,45084,60,0.1646,0.4649,0.3906,0.6897,0.1453,4,0.55,0.2058,0.0229,1,0.0655,0.0629,0.1095,0.0368,-0.0217,0.1121,0.0852,63636,0.3771,2045,1,Past,0,1,5,3
Musharaka,Qashqadaryo,Xizmat,559,43,2,2,0,235099,120,0.3766,0.6767,0.5772,0.5563,0.7154,4,0.6357,0.2599,0.0834,1,0.2504,0.0359,0.1043,0.0574,0.1088,0.1775,0.9457,677818,0.5593,358494,1,Juda Yuqori,3,2,3,5
Murabaha,Toshkent,Qurilish,638,43,24,4,1,265786,12,0.1362,0.7686,0.2956,0.9433,0.7493,2,0.6887,0.1974,0.3569,1,0.0935,0.0547,0.0727,0.0747,0.0873,0.0765,0.7018,283888,0.4818,96006,0,Juda Yuqori,3,1,5,3
Ijara,Qashqadaryo,Qishloq xo'jaligi,624,64,24,1,0,9236,84,0.1174,0.4028,0.2299,0.4652,0.1626,3,0.743,0.0206,0.0758,0,0.1061,0.0615,0.0726,0.0031,0.1106,-0.0475,0.0903,13032,0.3328,392,0,Past,0,0,3,2
Ijara,Qashqadaryo,Qurilish,505,31,14,3,0,62902,36,0.0772,0.7114,0.4964,0.878,0.182,5,0.811,0.0323,0.0665,1,0.0532,0.0492,0.0934,0.1043,0.1037,-0.0864,0.0787,70190,0.2743,1514,1,Past,0,0,3,3
Sukuk,Samarqand,Qishloq xo'jaligi,670,52,5,2,0,34949,120,0.0977,0.5045,0.3196,0.831,0.1244,3,0.8138,0.4481,0.1395,1,0.0752,0.0446,0.1315,0.0537,0.1223,-0.0094,0.146,52026,0.3809,2893,0,O'rta,1,3,4,2
Murabaha,Toshkent,Ishlab chiqarish,627,50,22,2,0,5049,60,0.1556,0.4739,0.6369,0.6817,0.4707,3,0.55,0.0788,0.2721,1,0.1125,0.0615,0.0905,0.0498,0.3069,0.0381,0.6324,7012,0.4201,1863,1,Juda Yuqori,3,1,5,1
Murabaha,Namangan,Xizmat,578,41,23,3,1,22590,6,0.1711,0.862,0.5759,0.8915,0.287,5,0.7383,0.0295,0.1385,1,0.1229,0.0475,0.1067,0.0323,-0.0804,0.0834,0.3903,23557,0.4889,4495,1,Yuqori,2,1,2,5
Murabaha,Samarqand,Qurilish,689,49,17,3,0,68734,60,0.1759,0.5185,0.3281,0.9412,0.2874,3,0.5907,0.1013,0.1206,1,0.1342,0.0705,0.0759,0.0357,0.1509,-0.007,0.0914,98957,0.3192,2888,0,Past,0,1,4,3
Murabaha,Qashqadaryo,Ishlab chiqarish,735,51,23,4,0,12289,6,0.1584,0.5183,0.4389,0.3808,0.2888,2,0.55,0.3238,0.1872,1,0.1054,0.068,0.1188,0.0149,-0.0861,-0.086,0.6961,12775,0.427,3797,0,Juda Yuqori,3,1,3,1
Murabaha,Qashqadaryo,Ishlab chiqarish,549,57,24,4,1,58756,36,0.1701,0.7152,0.3725,0.7351,0.7956,5,0.6072,0.1648,0.3415,0,0.1096,0.0334,0.0942,0.0528,0.0702,0.1561,0.9184,73743,0.3991,27030,1,Juda Yuqori,3,1,3,1
Sukuk,Namangan,Eksport,653,26,17,1,0,171243,84,0.0654,0.6218,0.1465,0.8024,0.5747,5,0.6085,0.3328,0.1743,1,0.0893,0.0432,0.0828,0.08,-0.1813,0.044,0.0745,210414,0.2754,4317,0,Past,0,3,2,0
Murabaha,Buxoro,Xizmat,582,62,9,2,0,112645,60,0.1383,0.7593,0.6609,0.8705,0.8531,2,0.55,0.4228,0.2928,0,0.1434,0.0165,0.1256,0.0328,0.1323,0.1913,0.9931,151596,0.4965,74746,1,Juda Yuqori,3,1,0,5
Murabaha,Namangan,Xizmat,605,40,17,1,0,10670,12,0.1637,0.7229,0.0653,0.6272,0.6621,4,0.7969,0.2809,0.0994,1,0.1225,0.053,0.0858,0.0179,0.0713,0.1031,0.2066,11543,0.4274,1019,1,O'rta,1,1,2,5
Ijara,Qashqadaryo,Xizmat,751,43,22,1,0,13881,36,0.0695,0.613,0.2701,0.7617,0.7875,2,0.9333,0.1449,0.0581,0,0.0832,0.0629,0.078,0.0281,-0.208,0.0631,0.1473,15328,0.3468,783,0,O'rta,1,0,3,5
Musharaka,Farg'ona,Xizmat,600,48,17,3,0,327482,12,0.3653,0.5545,0.2046,0.6576,0.5003,2,0.8617,0.207,0.1407,1,0.2568,0.0431,0.0796,0.0232,0.1451,0.0841,0.6004,387300,0.5153,119836,0,Juda Yuqori,3,2,1,5
Ijara,Samarqand,Qurilish,648,25,18,1,0,34222,24,0.0857,0.7204,0.2269,0.6757,0.8631,2,0.9055,0.2506,0.0362,1,0.1086,0.0509,0.1275,0.0336,0.0313,0.0716,0.3521,37153,0.475,6214,0,Yuqori,2,0,4,3
Murabaha,Samarqand,Savdo,730,32,23,4,0,296473,12,0.1201,0.2985,0.484,0.5939,0.5354,2,0.891,0.4838,0.0857,1,0.1349,0.0594,0.1085,0.0419,-0.2631,-0.01,0.5688,314281,0.4829,86319,0,Juda Yuqori,3,1,4,4
Musharaka,Samarqand,Ishlab chiqarish,710,58,15,4,1,83083,36,0.2806,0.345,0.5133,0.7642,0.4348,3,0.6735,0.0312,0.0224,1,0.2364,0.077,0.1067,0.0433,-0.0315,-0.0673,0.3848,118046,0.5737,26059,1,Yuqori,2,2,4,1
Murabaha,Namangan,Qishloq xo'jaligi,520,43,19,2,0,160564,36,0.0733,0.5311,0.3219,0.577,0.4284,3,0.7172,0.3195,0.2389,1,0.1448,0.0587,0.1347,0.0239,0.163,-0.0086,0.7169,178220,0.5119,65407,1,Juda Yuqori,3,1,2,2
Murabaha,Farg'ona,Qurilish,445,53,22,0,0,47634,6,0.1679,0.5923,0.3672,0.8963,0.4981,2,0.8385,0.0805,0.0993,1,0.1572,0.0496,0.0913,0.0614,0.1808,0.2099,0.3639,49634,0.4569,8253,0,Yuqori,2,1,1,3
Sukuk,Namangan,Qishloq xo'jaligi,773,41,14,3,0,70860,36,0.0719,0.6875,0.2814,0.7422,0.3773,3,0.9113,0.1907,0.0531,1,0.1207,0.0725,0.074,0.0293,0.1208,0.0445,0.0354,78506,0.2844,791,0,Past,0,3,2,2
Murabaha,Namangan,Ishlab chiqarish,725,57,2,1,1,43295,36,0.1671,0.4042,0.2175,0.6612,0.8352,4,0.5929,0.0298,0.0762,1,0.0983,0.0578,0.0965,0.0264,-0.1304,0.0958,0.073,54144,0.5239,2070,0,Past,0,1,2,1
Musharaka,Qashqadaryo,Ishlab chiqarish,711,43,21,5,2,289846,84,0.3648,0.6641,0.4074,0.7215,0.5361,3,0.5733,0.1324,0.0227,1,0.202,0.0575,0.0657,0.0684,0.3156,0.0582,0.8596,659882,0.4223,239566,1,Juda Yuqori,3,2,3,1
Murabaha,Samarqand,Qurilish,739,55,15,1,0,78362,60,0.1528,0.4433,0.1818,0.7111,0.7915,2,0.55,0.0897,0.0363,1,0.0958,0.0546,0.1358,0.0305,-0.2624,0.0836,0.1641,108299,0.5167,9185,0,O'rta,1,1,4,3
Murabaha,Toshkent,Savdo,579,35,20,3,0,32020,12,0.0751,0.4933,0.553,0.8411,0.763,3,0.8587,0.212,0.1032,1,0.124,0.0878,0.1072,0.0375,-0.1002,0.0816,0.5243,33222,0.4753,8278,0,Juda Yuqori,3,1,5,4
Sukuk,Qashqadaryo,Qurilish,651,60,18,1,0,11252,36,0.0966,0.5186,0.2027,0.4772,0.7774,3,0.6989,0.0375,0.2673,1,0.0806,0.0614,0.0928,0.0437,0.0795,0.0706,0.1956,12883,0.3164,797,0,O'rta,1,3,3,3
Murabaha,Buxoro,Ishlab chiqarish,600,29,12,2,0,9760,12,0.1076,0.5245,0.3787,0.8148,0.2597,3,0.7194,0.1525,0.0805,0,0.1078,0.0619,0.1018,0.0895,-0.0474,-0.0691,0.2018,10285,0.3071,637,0,O'rta,1,1,0,1
Ijara,Buxoro,Qurilish,577,23,7,0,0,116610,36,0.1287,0.6759,0.5882,0.708,0.5707,4,0.7535,0.0406,0.0523,1,0.1212,0.061,0.1195,0.0179,0.1249,0.0272,0.3664,139126,0.2978,15177,0,Yuqori,2,0,0,3
Sukuk,Toshkent,Qurilish,734,49,8,5,0,101149,120,0.0475,0.6953,0.3489,0.7122,0.7347,4,0.7627,0.0605,0.2693,1,0.0391,0.0463,0.0945,0.0147,0.0092,-0.0809,0.0873,125157,0.4048,4422,0,Past,0,3,5,3
Musharaka,Samarqand,Qurilish,591,48,17,2,1,252874,12,0.1695,0.5054,0.466,0.6294,0.44,3,0.55,0.092,0.0482,1,0.268,0.0538,0.0652,0.0414,-0.052,0.0117,0.7868,274304,0.6474,139728,1,Juda Yuqori,3,2,4,3
Sukuk,Qashqadaryo,Savdo,558,34,8,0,0,22532,120,0.0828,0.4479,0.6149,0.6934,0.3065,4,0.7674,0.4164,0.2903,1,0.0383,0.0615,0.13,0.029,0.2068,0.0158,0.5766,31858,0.2209,4058,0,Juda Yuqori,3,3,3,4
Murabaha,Toshkent,Xizmat,762,41,18,3,0,85601,60,0.1451,0.8375,0.0704,0.8356,0.7753,3,0.7891,0.1513,0.0097,1,0.1242,0.0646,0.1334,0.0699,-0.2702,0.1167,0.0838,116663,0.5423,5303,0,Past,0,1,5,5
Murabaha,Buxoro,Qurilish,631,64,6,3,1,61435,12,0.1676,0.6578,0.226,0.7326,0.5977,1,0.7684,0.069,0.4,1,0.1248,0.0699,0.1042,0.0344,-0.1622,0.0275,0.7075,66584,0.5372,25305,1,Juda Yuqori,3,1,0,3
Murabaha,Farg'ona,Ishlab chiqarish,850,45,23,2,0,65858,24,0.1459,0.7292,0.2929,0.7876,0.5026,4,0.8006,0.1546,0.3057,1,0.1117,0.0623,0.1174,0.048,-0.0962,0.084,0.11,75469,0.4961,4120,0,O'rta,1,1,1,1
Ijara,Namangan,Ishlab chiqarish,564,52,9,3,1,63670,36,0.0587,0.7578,0.3635,0.8363,0.6073,2,0.7998,0.0947,0.0201,1,0.0971,0.0537,0.1119,0.0317,0.1308,-0.0059,0.6316,69280,0.3612,15806,1,Juda Yuqori,3,0,2,1
Sukuk,Qashqadaryo,Ishlab chiqarish,623,44,16,2,1,285342,84,0.0503,0.5161,0.1974,0.8924,0.4604,3,0.6637,0.4225,0.4,1,0.0729,0.0807,0.0888,0.0699,0.107,0.1698,0.4257,335544,0.2525,36058,0,Yuqori,2,3,3,1
Murabaha,Toshkent,Savdo,687,29,9,1,0,21407,6,0.1033,0.5899,0.4969,0.7571,0.301,3,0.558,0.0468,0.1834,1,0.0761,0.0605,0.0875,0.0082,0.2042,-0.0641,0.1443,21960,0.3982,1262,1,O'rta,1,1,5,4
Ijara,Namangan,Ishlab chiqarish,633,63,1,4,1,6347,84,0.0827,0.5711,0.4501,0.9086,0.851,2,0.7537,0.0255,0.0235,1,0.0674,0.0668,0.1306,0.0357,-0.0966,-0.0227,0.4197,8184,0.3418,1174,0,Yuqori,2,0,2,1
Murabaha,Buxoro,Eksport,709,56,4,3,0,50224,60,0.0794,0.4807,0.3647,0.9504,0.2585,3,0.963,0.0116,0.2174,1,0.1154,0.0304,0.0996,0.1002,-0.2921,0.0362,0.0494,60190,0.3796,1128,0,Past,0,1,0,0
Musharaka,Namangan,Xizmat,734,54,3,2,0,32668,36,0.376,0.6398,0.5871,0.7835,0.3605,3,0.8624,0.2315,0.0857,1,0.2338,0.0554,0.0818,0.0275,-0.0465,-0.0473,0.5383,51094,0.5609,15428,1,Juda Yuqori,3,2,2,5
Musharaka,Toshkent,Savdo,673,64,18,2,1,16134,36,0.2947,0.8085,0.6896,0.8114,0.1673,3,0.7323,0.113,0.1082,1,0.2158,0.0459,0.0594,0.0146,0.0654,0.0971,0.7714,23265,0.6601,11847,1,Juda Yuqori,3,2,5,4
